"timestamp","linear_acceleration x","linear_acceleration y","linear_acceleration z","gyroscope x","gyroscope y","gyroscope z","acceleration x","acceleration y","acceleration z"
4.107055660E-1,-6.788814068E-2,2.232694626E-2,-1.283357739E0,3.697400774E-1,2.612588065E-1,6.432451521E-2,9.837733677E-1,4.707218715E0,7.595709664E0
4.304199220E-1,2.089845985E-1,-8.874166012E-2,-1.139260411E0,5.695517404E-1,3.548518590E-1,9.704153878E-2,1.055603027E0,4.686357771E0,7.097032819E0
4.501037600E-1,2.531078085E-1,-1.093149185E-3,-9.535588026E-1,7.876303537E-1,5.765795027E-1,9.521920340E-2,1.057312012E0,4.973658970E0,7.270442418E0
4.698181150E-1,-3.933187425E-1,2.617776394E-1,-6.868953705E-1,9.143960135E-1,6.954302107E-1,1.121063232E-1,1.178048270E0,5.010256086E0,6.714298793E0
4.895324710E-1,-1.001052201E0,5.983790159E-1,-6.500445604E-1,1.141906738E0,8.871765137E-1,9.947858538E-2,8.072902134E-1,5.078661237E0,6.690699986E0
5.092163090E-1,-1.286845237E0,7.485280037E-1,-6.220182180E-1,1.280240740E0,1.317086356E0,5.458504813E-2,9.721461705E-1,5.119362967E0,6.686255319E0
5.289306640E-1,-9.838025570E-1,9.411289692E-1,4.315519333E-2,1.401984079E0,1.678213937E0,-1.831054688E-2,9.157082694E-1,5.348863874E0,6.810753959E0
5.486145020E-1,-4.263484478E-1,1.023425102E0,6.841728687E-1,1.431352888E0,1.817456927E0,-1.030731201E-1,2.593579973E-1,5.730571202E0,6.828879220E0
5.683288570E-1,-8.273324370E-2,9.372445345E-1,1.073103666E0,1.382045201E0,1.579751151E0,-1.497933524E-1,-6.223929269E-1,6.231983730E0,6.791599819E0
5.880126950E-1,1.407822520E-1,8.230699301E-1,1.304504395E0,1.316763742E0,1.112252372E0,-1.717093331E-1,-1.259251186E0,6.625318255E0,6.578861782E0
6.076965330E-1,4.451280683E-1,5.316910744E-1,1.205434322E0,1.215713501E0,6.535797119E-1,-2.376033238E-1,-1.626931327E0,6.983078003E0,6.653076172E0
6.274108890E-1,6.623454541E-1,1.029300690E-1,1.070081234E0,1.088339669E0,3.805694580E-1,-2.920815604E-1,-1.333469936E0,7.277566092E0,7.154495239E0
6.470947270E-1,4.470198900E-1,-1.109527349E-1,1.049684644E0,9.442225865E-1,2.009953090E-1,-3.453456334E-1,-9.644208636E-1,7.525536673E0,7.575188773E0
6.667785640E-1,9.597566724E-2,-3.042578697E-1,6.950960159E-1,8.043714251E-1,3.237915039E-2,-3.806501116E-1,-7.325265067E-1,7.574787685E0,7.838551113E0
6.864929200E-1,-2.266861498E-2,-6.685849428E-1,2.672122717E-1,6.667981829E-1,-1.421726772E-1,-3.884102958E-1,-5.936649867E-1,7.604548863E0,7.979123797E0
7.061767580E-1,-1.271675229E-1,-1.010480762E0,1.082769632E-1,5.735124860E-1,-2.811126709E-1,-3.549346924E-1,-4.052036830E-1,7.517327445E0,8.014014108E0
7.258911130E-1,-2.926733494E-1,-9.549173117E-1,1.613533497E-1,5.413992746E-1,-3.086569650E-1,-3.077588763E-1,-6.180681501E-2,7.166063581E0,7.678824289E0
7.456054690E-1,-1.031783074E-1,-6.946026087E-1,4.633554220E-1,5.100555420E-1,-2.751791818E-1,-2.700151716E-1,-1.004551479E-1,6.988207136E0,7.694213867E0
7.652893070E-1,1.763006896E-1,-5.657294989E-1,5.864627361E-1,4.787030901E-1,-3.301151821E-1,-2.248164586E-1,-3.672376360E-1,6.872948783E0,7.552614485E0
7.850036620E-1,-1.153051257E-1,-4.538396597E-1,4.022561312E-1,4.697243827E-1,-4.267490932E-1,-1.811436244E-1,-6.244419643E-1,6.724844796E0,7.147312709E0
8.046875000E-1,-5.978936106E-1,-3.833912611E-1,-2.146983147E-2,5.112718855E-1,-4.685995919E-1,-1.560341971E-1,-6.856689453E-1,6.421469552E0,6.739613124E0
8.244018550E-1,-7.411859334E-1,-2.250542641E-1,-1.370609999E-1,5.690961565E-1,-4.533822196E-1,-1.592254639E-1,-7.496250698E-1,6.144766671E0,6.561758859E0
8.440856930E-1,-4.479471594E-1,6.642341614E-3,-1.901984215E-3,5.975537981E-1,-3.850511823E-1,-1.837310791E-1,-8.727569580E-1,6.192306519E0,6.508401053E0
8.637695310E-1,-1.834662259E-1,2.217885256E-1,2.654232979E-1,5.881195068E-1,-2.340894427E-1,-2.178192139E-1,-8.129032680E-1,6.459775652E0,6.675308228E0
8.834838870E-1,-1.601887047E-1,3.191235065E-1,2.746057510E-1,5.620989118E-1,-3.777858189E-2,-2.543443952E-1,-4.612971715E-1,6.657806396E0,6.847348894E0
9.031677250E-1,1.552954316E-3,4.424821138E-1,4.536662102E-1,5.427682059E-1,7.057843890E-2,-3.057752337E-1,-4.859204973E-1,6.805908203E0,6.729008266E0
9.228820800E-1,1.432733536E-1,4.663273096E-1,5.825462341E-1,5.242026193E-1,1.426914760E-2,-3.451930455E-1,-9.137987409E-1,6.936902727E0,6.416734968E0
9.425659180E-1,2.468323261E-1,4.418544769E-1,4.826457500E-1,5.169001988E-1,-1.109749930E-1,-3.911525181E-1,-1.400163923E0,7.046351842E0,5.990570068E0
9.622497560E-1,4.194115698E-1,4.990019798E-1,3.941905499E-1,4.876817976E-1,-2.278507778E-1,-4.269125802E-1,-1.487040928E0,7.242335728E0,5.869831630E0
9.819641110E-1,6.516532302E-1,5.138918161E-1,6.167840958E-1,4.584612165E-1,-2.980041504E-1,-4.620688302E-1,-1.277716500E0,7.486888341E0,5.923191616E0
1.001647949E0,6.771340370E-1,4.771264791E-1,6.601964235E-1,4.144810268E-1,-3.640529088E-1,-4.833744594E-1,-1.047535488E0,7.733489990E0,6.116777693E0
1.021362305E0,4.028233588E-1,3.154029846E-1,5.180982351E-1,3.992658343E-1,-4.448612758E-1,-4.906768799E-1,-1.028039115E0,7.871324812E0,6.118488857E0
1.041076660E0,3.435679078E-1,2.756056786E-1,5.825144053E-1,3.714141846E-1,-4.526192801E-1,-5.034593855E-1,-1.014700753E0,8.001641410E0,6.142429897E0
1.060760498E0,6.340677738E-1,2.517269850E-1,8.414760828E-1,3.453935896E-1,-3.701389858E-1,-5.296391078E-1,-7.899845668E-1,8.132975987E0,6.333964757E0
1.080474854E0,5.247027874E-1,1.302127838E-1,7.671964169E-1,3.149566650E-1,-3.712049212E-1,-5.325251988E-1,-8.286350795E-1,8.150081090E0,6.308312552E0
1.100158691E0,2.759914845E-1,1.452801228E-1,5.986243486E-1,2.976096017E-1,-4.288787842E-1,-4.905264718E-1,-6.778019496E-1,8.175051008E0,6.159530640E0
1.119873047E0,-1.444071531E-4,2.031204700E-1,6.039941311E-1,3.145010812E-1,-4.246172224E-1,-4.355882917E-1,-5.673261370E-1,8.257478986E0,6.081205096E0
1.139556885E0,-1.071419418E-1,7.350564003E-2,5.397609472E-1,3.009578160E-1,-3.608551025E-1,-3.620845250E-1,-3.658708845E-1,8.299889701E0,6.261114938E0
1.159240723E0,-1.101045907E-1,-4.985642433E-2,3.467959166E-1,2.994341169E-1,-3.101806641E-1,-3.002995082E-1,-2.964412144E-1,8.312203544E0,6.325755528E0
1.178955078E0,1.097440720E-2,-8.775997162E-2,2.455614805E-1,2.991289411E-1,-3.384878976E-1,-2.502354213E-1,-5.081525530E-1,8.209594727E0,6.162950788E0
1.198638916E0,2.466652542E-1,-1.229002476E-1,3.135317564E-1,2.899998256E-1,-3.369598389E-1,-2.054901123E-1,-7.229483468E-1,8.135373797E0,6.101383754E0
1.218353271E0,2.809707224E-1,-1.924521923E-1,3.062001467E-1,2.575836182E-1,-2.254115513E-1,-1.720123291E-1,-4.958430699E-1,8.213701521E0,6.278215681E0
1.238037109E0,2.316167057E-1,-2.726547718E-1,2.370008230E-1,2.411477225E-1,-1.021466936E-1,-1.542053223E-1,-3.330361503E-1,8.136060442E0,6.392796108E0
1.257720947E0,2.166400552E-1,-2.806138992E-1,1.641714573E-1,2.260829381E-1,-5.695234026E-2,-1.333574568E-1,-5.126015799E-1,8.077913557E0,6.261797224E0
1.277435303E0,2.591898888E-1,-2.508814335E-1,2.242529392E-1,2.026476179E-1,-7.947431292E-2,-1.173836844E-1,-7.314976283E-1,8.127166748E0,6.097625732E0
1.297119141E0,1.757245958E-1,-2.218084335E-1,3.498721123E-1,1.496887207E-1,-1.281694685E-1,-1.208801270E-1,-9.910975865E-1,8.210963658E0,6.092836652E0
1.316864014E0,2.659046650E-2,-1.789579391E-1,3.310095072E-1,1.051003592E-1,-1.860024588E-1,-1.268157959E-1,-1.107044765E0,8.115539551E0,6.042212350E0
1.336547852E0,-1.348529011E-1,-1.769268513E-1,2.036623955E-1,8.485848563E-2,-2.213069371E-1,-1.362522670E-1,-1.124492100E0,7.984540667E0,5.874278477E0
1.356231689E0,-1.838317066E-1,-1.481189728E-1,1.710020304E-1,6.751142229E-2,-2.453504290E-1,-1.190512521E-1,-1.085501535E0,7.968806676E0,5.728914533E0
1.375946045E0,-1.638557315E-1,-7.329177856E-2,2.270983458E-1,6.279209682E-2,-2.289167132E-1,-9.394400460E-2,-8.874642508E-1,7.929471697E0,5.735754830E0
1.395629883E0,-1.522314101E-1,-7.579326630E-4,3.250783682E-1,5.335780552E-2,-2.041081020E-1,-7.446507045E-2,-7.000340053E-1,7.893561227E0,5.808266776E0
1.415344238E0,-2.657255977E-1,8.280754089E-3,2.097373009E-1,6.218392508E-2,-2.038072859E-1,-4.585484096E-2,-7.037963867E-1,7.814895630E0,5.739177159E0
1.435028076E0,-2.902964801E-1,9.583234787E-3,1.129026413E-1,6.522696359E-2,-2.152186802E-1,-1.405116490E-2,-7.386823382E-1,7.763248989E0,5.698133196E0
1.454711914E0,-3.021263182E-1,6.726598740E-2,1.772152185E-1,7.709612165E-2,-2.178061349E-1,2.795628139E-2,-7.308153425E-1,7.753328596E0,5.632468087E0
1.474426270E0,-3.421788067E-1,1.546204090E-1,1.384495497E-1,7.755388532E-2,-1.631753104E-1,4.591151646E-2,-6.531720843E-1,7.780689784E0,5.645459856E0
1.494110107E0,-3.019938022E-1,8.801054955E-2,3.985273838E-2,6.781441825E-2,-9.758213588E-2,4.469299316E-2,-6.846400670E-1,7.827205113E0,5.767562866E0
1.513824463E0,-1.988612413E-1,1.324715614E-1,7.823204994E-2,4.072570801E-2,-8.936636789E-2,4.652186802E-2,-7.711726597E-1,7.853884016E0,5.827418736E0
1.533508301E0,-2.315604687E-1,2.087827921E-1,1.305088997E-1,2.535792759E-2,-1.118883405E-1,4.210553850E-2,-9.045671735E-1,7.873380389E0,5.725836618E0
1.553192139E0,-4.964768440E-1,3.311787844E-1,2.223526239E-1,1.668003627E-2,-1.365421840E-1,3.769138881E-2,-1.014698574E0,7.873722621E0,5.625279018E0
1.572906494E0,-1.020095423E0,5.907009840E-1,2.714997530E-1,4.965645926E-3,-1.479557582E-1,3.388977051E-2,-1.011278425E0,7.921266828E0,5.608518328E0
1.592590332E0,-1.417596072E0,6.143672466E-1,-1.743937731E-1,-1.421247210E-2,-1.229989188E-1,2.140808105E-2,-9.801526751E-1,7.985905239E0,5.690606253E0
1.612335205E0,-1.351133883E0,3.106503487E-1,-9.916659594E-1,-4.403904506E-2,-1.041259766E-1,1.626150949E-3,-9.476623535E-1,8.053970337E0,5.792190552E0
1.632019043E0,-1.097922593E0,1.483803988E-1,-1.405004859E0,-6.184387207E-2,-1.173684256E-1,-2.089582171E-2,-1.048902239E0,8.053288051E0,5.721391950E0
1.651702881E0,-7.092843950E-1,2.284229994E-1,-1.625814199E0,-6.945146833E-2,-1.219329834E-1,-4.433114188E-2,-1.088235038E0,8.041658674E0,5.617071969E0
1.671417236E0,-2.738214433E-1,4.537345171E-1,-1.887630701E0,-9.151567732E-2,-1.325879778E-1,-6.868198940E-2,-1.086181641E0,8.072780064E0,5.664956229E0
1.691101074E0,2.429234609E-1,5.984289646E-1,-2.374037623E0,-1.170828683E-1,-1.726074219E-1,-8.176967076E-2,-1.137830462E0,8.152132307E0,5.707024711E0
1.710815430E0,4.987942502E-1,6.377341747E-1,-2.713889837E0,-1.248452323E-1,-2.133919852E-1,-9.622628348E-2,-1.147064209E0,8.167866298E0,5.650251116E0
1.730499268E0,5.618969947E-1,6.289682388E-1,-3.082575083E0,-1.245422363E-1,-2.083718436E-1,-1.211809431E-1,-1.099522182E0,8.087831770E0,5.611600603E0
1.750183105E0,5.224166065E-1,5.783411264E-1,-3.580020666E0,-1.362566267E-1,-1.910226004E-1,-1.294010707E-1,-1.012645176E0,8.145292010E0,5.678639003E0
1.769897461E0,4.675826132E-1,5.827990770E-1,-3.811645269E0,-1.622794015E-1,-1.896514893E-1,-1.657714844E-1,-1.041035243E0,8.195567540E0,5.748068673E0
1.789581299E0,7.112738490E-1,6.684713364E-1,-4.174232006E0,-2.433973040E-1,-2.348523821E-1,-2.509918213E-1,-1.251039777E0,8.275606428E0,5.845890590E0
1.809265137E0,5.974673927E-1,5.194848776E-1,-4.114165306E0,-4.024244036E-1,-3.958609445E-1,-3.937377930E-1,-1.702521188E0,8.480481829E0,5.971755981E0
1.828979492E0,2.627642155E-1,3.481296301E-1,-4.364501476E0,-5.967581613E-1,-7.349134173E-1,-5.555071150E-1,-2.208378383E0,8.596082415E0,5.883514404E0
1.848663330E0,3.573943377E-1,-1.313774586E-1,-5.068219781E0,-7.640032087E-1,-1.167412894E0,-7.110355922E-1,-2.334932600E0,8.376844134E0,5.279148647E0
1.868377686E0,1.274625719E0,-6.948205233E-1,-4.643489838E0,-9.419032506E-1,-1.595498221E0,-8.982173375E-1,-2.192306519E0,8.027633667E0,4.733956473E0
1.888092041E0,1.595219195E0,-8.198163509E-1,-3.102261066E0,-1.167282104E0,-2.040167672E0,-1.080834525E0,-1.912179129E0,7.833365304E0,4.629294259E0
1.907806396E0,9.749825001E-1,-6.211665869E-1,-1.432987928E0,-1.426446097E0,-2.519692557E0,-1.225559780E0,-1.501063756E0,7.799501692E0,4.584145682E0
1.927459717E0,3.285868168E-1,-2.308998108E-1,-7.652937174E-1,-1.671914237E0,-2.978822981E0,-1.328582764E0,-1.018118722E0,7.842252459E0,4.558493478E0
1.947174072E0,-3.729182482E-1,7.029747963E-2,-8.508827686E-1,-1.848290580E0,-3.334008353E0,-1.386260986E0,-3.987056187E-1,7.785476685E0,4.340275356E0
1.966888428E0,-1.974188089E-1,4.280879498E-1,-4.436345100E-1,-1.983426775E0,-3.597741263E0,-1.439978463E0,1.324615479E-1,7.627458845E0,4.205180577E0
1.986572266E0,9.729063511E-2,8.222830296E-1,-1.570112705E-1,-2.070471627E0,-3.866030012E0,-1.481831142E0,4.368700300E-1,7.405824934E0,4.196969169E0
2.006286621E0,1.880621910E-2,1.037964821E0,-4.000291824E-1,-2.119173322E0,-4.155781337E0,-1.539051601E0,8.271244594E-1,7.115103585E0,3.948656355E0
2.025970459E0,-1.290541887E-1,1.167890906E0,-7.259596586E-1,-2.139870780E0,-4.400946481E0,-1.646488735E0,1.047051566E0,6.826086862E0,3.751303537E0
2.045654297E0,3.665792942E-1,1.407619357E0,-2.425262928E-1,-2.096043178E0,-4.554497855E0,-1.732779367E0,1.490661621E0,6.612317766E0,3.687007359E0
2.065368652E0,1.524068475E0,1.796569705E0,2.862784863E-1,-2.030447824E0,-4.611107962E0,-1.790607997E0,2.134704590E0,6.448146275E0,3.456819807E0
2.085052490E0,1.656382382E0,1.855641007E0,2.729588151E-1,-1.937776838E0,-4.624496460E0,-1.891041347E0,2.469892229E0,6.091755458E0,3.566268921E0
2.104736328E0,1.515371978E0,1.495067120E0,-2.314323187E-1,-1.791070121E0,-4.712001256E0,-2.000922067E0,2.615251814E0,5.768535069E0,3.385332380E0
2.124450684E0,1.421266854E0,1.278468847E0,-6.119588017E-1,-1.449273246E0,-4.740766253E0,-2.014920916E0,2.923080444E0,5.279778617E0,2.698540824E0
2.144165039E0,1.653272450E0,1.196733236E0,-6.122141480E-1,-1.012363979E0,-4.493475778E0,-1.947200230E0,4.030907767E0,4.643600464E0,2.353777204E0
2.163848877E0,2.618433237E0,1.205211878E0,-3.803331256E-1,-5.631256104E-1,-3.908948626E0,-1.924065726E0,5.135319301E0,4.278998239E0,3.207820347E0
2.183593750E0,3.331700742E0,1.491404533E0,3.131419718E-1,-1.700461251E-1,-3.232506888E0,-1.996656145E0,5.415786743E0,4.332353864E0,4.430919102E0
2.203277588E0,3.460056901E0,1.803175926E0,4.149246514E-1,1.189488002E-1,-2.803353446E0,-2.105619158E0,4.978670393E0,4.679513114E0,5.549693516E0
2.222961426E0,3.485508025E0,2.034366369E0,-1.216323674E-1,3.733934675E-1,-2.704286848E0,-2.231471470E0,4.600045340E0,5.178536551E0,5.783981323E0
2.242675781E0,3.296720088E0,2.740061760E0,-1.841471791E-1,6.089673723E-1,-2.730004447E0,-2.397960118E0,4.045275007E0,5.637878418E0,5.419721331E0
2.262359619E0,3.693307996E0,3.194868088E0,3.354058415E-1,7.803235735E-1,-2.640522548E0,-2.557745797E0,4.129071917E0,6.187521798E0,5.492231097E0
2.282043457E0,5.100411177E0,2.266544819E0,1.001230001E0,9.267207554E-1,-2.540233067E0,-2.697601318E0,4.530611311E0,6.800436837E0,5.545246669E0
2.301757813E0,5.217659593E0,6.370356083E-1,1.046527833E0,9.956599644E-1,-2.703674316E0,-2.744319371E0,4.526506696E0,7.364443098E0,5.223735264E0
2.321441650E0,4.423097014E0,1.385157108E-1,7.662362009E-1,1.039487566E0,-3.018535069E0,-2.736254011E0,4.251517160E0,7.811471122E0,4.518476214E0
2.341125488E0,3.423147559E0,6.385257244E-1,5.423241407E-1,1.029748099E0,-3.252593994E0,-2.740513393E0,4.182083130E0,8.216777257E0,4.103591919E0
2.360839844E0,2.679117858E0,7.419447899E-1,-1.761766374E-1,9.547249930E-1,-3.360336304E0,-2.683295114E0,4.788504464E0,8.777363368E0,4.328650338E0
2.380523682E0,2.110198677E0,4.324235916E-1,-6.065716296E-1,8.635689872E-1,-3.367488316E0,-2.589250837E0,5.683251517E0,9.403272356E0,4.357380458E0
2.400238037E0,1.751809508E0,3.305904865E-1,-6.698901355E-1,7.661677769E-1,-3.521798270E0,-2.474655151E0,5.652810233E0,9.712812151E0,4.015352522E0
2.419921875E0,1.396990627E0,2.945978642E-1,-8.589389622E-1,6.865822928E-1,-3.767421177E0,-2.336628505E0,5.427753993E0,9.619781494E0,3.211584909E0
2.439605713E0,1.226973534E0,-1.666069031E-3,-1.096290588E0,6.002960205E-1,-4.055953979E0,-2.200881958E0,5.186283657E0,9.602336339E0,2.509057181E0
2.459350586E0,1.236686647E0,-3.748593330E-1,-1.108448386E0,5.161394392E-1,-4.223807199E0,-2.082336426E0,5.123694284E0,9.672450474E0,1.971047538E0
2.479034424E0,1.184672654E0,-4.430911541E-1,-1.017604053E0,4.338117327E-1,-4.192005702E0,-1.954958235E0,5.552250453E0,9.805158343E0,1.821578979E0
2.498718262E0,1.156102180E0,-1.004266739E-1,-1.057583749E0,3.228716169E-1,-3.941059658E0,-1.853607178E0,6.324214390E0,1.001755851E1,1.748724801E0
2.518432617E0,9.395610690E-1,1.852889061E-1,-1.164387494E0,1.909310477E-1,-3.543409075E0,-1.829408918E0,6.667953491E0,1.047211347E1,2.184470040E0
2.538116455E0,5.112071037E-1,4.456739426E-1,-1.284999788E0,1.600363595E-1,-3.123997280E0,-1.812218802E0,6.593048096E0,1.082577297E1,1.871856689E0
2.557830811E0,2.958834171E-3,8.738358021E-1,-1.348453939E0,1.668831961E-1,-2.825424194E0,-1.810235160E0,6.436741420E0,1.113154602E1,1.190194266E0
2.577514648E0,-5.225867629E-1,1.228699207E0,-1.513314873E0,1.107286726E-1,-2.652696882E0,-1.803237915E0,6.067350115E0,1.183099583E1,9.124668666E-1
2.597198486E0,-1.065298200E0,1.404466629E0,-1.784114182E0,3.441946847E-3,-2.311811175E0,-1.703255790E0,5.939431327E0,1.249453081E1,1.101266044E0
2.616912842E0,-1.519294143E0,1.451305628E0,-2.013643771E0,-1.309313093E-1,-1.651345389E0,-1.458849226E0,6.834178380E0,1.236592756E1,1.622859410E0
2.636596680E0,-1.822038174E0,1.628759146E0,-2.056640089E0,-1.361062186E-1,-8.545292446E-1,-1.166512626E0,7.503186907E0,1.101183646E1,1.970700945E0
2.656311035E0,-2.010772347E0,1.947637796E0,-1.960883826E0,-8.543178013E-2,-3.237239293E-1,-8.731079102E-1,7.021610805E0,9.848595755E0,1.766172137E0
2.675994873E0,-2.192015409E0,2.125355959E0,-1.948799282E0,-1.196703230E-1,-7.795279367E-2,-5.895952497E-1,6.104289464E0,9.789766584E0,1.594469343E0
2.695709229E0,-2.377858162E0,1.912829876E0,-1.873536915E0,-1.855664934E-1,-7.095118931E-2,-3.206917899E-1,5.162342616E0,1.028399876E1,1.372150966E0
2.715393066E0,-2.518041492E0,1.616870642E0,-1.626054317E0,-2.517634801E-1,-2.523520333E-1,-8.359418597E-2,4.472126552E0,1.038626753E1,7.554757254E-1
2.735076904E0,-2.668972850E0,1.186187506E0,-1.551742792E0,-3.173544747E-1,-5.137983050E-1,1.200234549E-1,3.951215472E0,1.012495422E1,3.354644775E-1
2.754821777E0,-2.853556037E0,5.617942810E-1,-1.568156451E0,-4.380340576E-1,-8.767504011E-1,3.078133719E-1,3.645444598E0,9.956680298E0,2.889469692E-1
2.774505615E0,-2.996844172E0,1.563873291E-1,-1.452331960E0,-5.620618548E-1,-1.281699044E0,4.771902902E-1,3.405681065E0,9.950520107E0,2.646636963E-1
2.794219971E0,-2.979126453E0,-1.746249199E-2,-1.215527266E0,-6.565660749E-1,-1.639325823E0,6.225237165E-1,3.250058855E0,9.801395961E0,2.661350795E-2
2.813903809E0,-2.899166703E0,-2.053318024E-1,-1.176796407E0,-7.326551165E-1,-1.876423427E0,7.529405866E-1,3.310939244E0,9.423795428E0,-5.342102051E-2
2.833618164E0,-2.779672146E0,-4.447026253E-1,-1.084065735E0,-7.974853516E-1,-1.988885062E0,8.826010568E-1,3.495638166E0,9.095450265E0,2.592686244E-2
2.853302002E0,-2.514608383E0,-3.076593876E-1,-7.031321824E-1,-8.595733643E-1,-1.981425694E0,1.010432652E0,3.625265939E0,9.032858712E0,1.387961251E-1
2.872985840E0,-2.119521260E0,7.869768143E-2,-2.238290310E-1,-9.180101667E-1,-1.858771188E0,1.132631574E0,3.815434047E0,9.280147008E0,1.429050991E-1
2.892700195E0,-1.723913789E0,4.171249866E-1,4.634484649E-2,-9.467729841E-1,-1.672653198E0,1.217856271E0,3.886230469E0,9.476470947E0,1.162261963E-1
2.912384033E0,-1.325874567E0,7.910695076E-1,2.935001552E-1,-9.686867850E-1,-1.518188477E0,1.273398263E0,3.774050031E0,9.594811576E0,3.105817522E-2
2.932067871E0,-9.320212603E-1,1.339390039E0,5.117923617E-1,-1.008558001E0,-1.438753401E0,1.312510899E0,3.584902082E0,9.844493321E0,4.986790248E-2
2.951782227E0,-4.783756733E-1,1.703051329E0,6.822328568E-1,-1.047973633E0,-1.429622105E0,1.345990862E0,3.362243652E0,1.011708941E1,2.627127511E-2
2.971466064E0,7.807195187E-3,1.655229330E0,8.425965309E-1,-1.077344622E0,-1.486386980E0,1.373685564E0,3.139923096E0,1.026894924E1,-1.190926688E-1
2.991180420E0,4.814284444E-1,1.359459400E0,9.690210819E-1,-1.071866717E0,-1.553041731E0,1.372469221E0,2.916235788E0,1.026039777E1,-3.044738770E-1
3.010833740E0,5.642517805E-1,4.451003075E-1,2.392911911E-2,-1.038234166E0,-1.589257377E0,1.329707554E0,2.769165039E0,1.019404602E1,-4.529113770E-1
3.030578613E0,1.046077967E0,1.386797428E-1,4.834063053E-1,-9.881657192E-1,-1.555167062E0,1.236574445E0,2.732907976E0,1.022209167E1,-4.611227853E-1
3.050292969E0,2.860197484E0,1.854658127E-2,6.384259164E-1,-9.406847273E-1,-1.451989310E0,1.092912946E0,2.795159476E0,1.036916242E1,-3.814304897E-1
3.069976807E0,4.264356554E0,-2.344927788E-1,1.199455649E0,-8.863547189E-1,-1.318982806E0,9.040592739E-1,2.817389352E0,1.052034215E1,-3.400421143E-1
