"timestamp","acceleration_x","acceleration_y","acceleration_z","gyroscope_x","gyroscope_y","gyroscope_z"
1.509796142E0,-1.096959114E-1,-1.776914597E-1,-6.117871602E-1,-3.372192383E-3,2.272745768E-1,1.100107829E-1
1.524688721E0,-1.735726992E-1,-2.600038052E-1,-7.216583888E-1,-5.340576172E-4,2.830200195E-1,1.579437256E-1
1.539611816E0,-4.102027416E-1,-3.330777486E-1,-7.101945877E-1,1.366678874E-2,3.693084717E-1,2.133382161E-1
1.554504394E0,-7.349305948E-1,-3.169959386E-1,-6.167456309E-1,3.959147135E-2,4.445851644E-1,2.559458415E-1
1.569396973E0,-8.708321253E-1,-2.704056104E-1,-2.642796834E-1,8.007303874E-2,4.570109049E-1,2.595011393E-1
1.584289551E0,-6.307605902E-1,-2.424825827E-1,-4.708353678E-2,1.400807699E-1,3.245646159E-1,2.431640625E-1
1.599182129E0,-3.146370252E-2,-2.025473913E-1,8.015124003E-2,1.997324626E-1,1.342366536E-1,2.360585531E-1
1.614105225E0,4.148383935E-1,-1.130460103E-1,2.592690786E-2,2.427012126E-1,-1.454671224E-2,2.477773031E-1
1.628997803E0,4.463993708E-1,-1.372349262E-1,9.249528249E-2,2.604522705E-1,-1.880391439E-2,2.477773031E-1
1.643890381E0,2.347885768E-1,-2.656034629E-1,8.834934235E-2,2.615203857E-1,5.753580729E-2,2.207946777E-1
1.658782959E0,-3.325112661E-2,-1.482703686E-1,3.463789622E-1,2.753651937E-1,1.239420573E-1,2.094319661E-1
1.673675537E0,-2.087111473E-1,2.228539785E-1,3.705536524E-1,2.949015299E-1,1.427612305E-1,2.385508219E-1
1.688598633E0,-2.193100452E-1,1.646312873E-1,2.926600774E-1,2.846018473E-1,1.558990479E-1,2.595011393E-1
1.703491211E0,-3.809653918E-1,-9.761166573E-2,4.341322581E-1,2.554829915E-1,1.839497884E-1,2.239888509E-1
1.718383789E0,-2.626253764E-1,-2.388480504E-1,2.975823085E-1,2.416330973E-1,1.061859131E-1,1.593627930E-1
1.733276367E0,-1.643419266E-2,-2.140916983E-1,2.196725210E-1,2.675577799E-1,3.800964355E-2,1.515502930E-1
1.748199463E0,4.574871063E-2,-1.241781712E-1,3.386430740E-1,2.856597900E-1,-1.809692383E-2,1.639811198E-1
1.763092041E0,4.004112879E-2,-9.358549118E-2,2.021077474E-1,2.846018473E-1,-7.526143392E-2,1.519063314E-1
1.777984619E0,-8.497412999E-2,-2.873551051E-1,3.028078079E-1,2.995147705E-1,-8.946736654E-2,1.131998698E-1
1.792877197E0,5.191342036E-2,-5.038391749E-1,5.517918269E-1,3.197479248E-1,-2.190755208E-1,6.952412923E-2
1.807769775E0,4.251715342E-1,-4.324095249E-1,6.990165710E-1,3.463846842E-1,-3.344777425E-1,5.106099447E-2
1.822692871E0,7.682692210E-1,-9.008065859E-2,7.596101761E-1,4.078165690E-1,-4.484659831E-1,5.461120605E-2
1.837585449E0,8.514589469E-1,4.749271075E-1,9.672892888E-1,4.355112712E-1,-5.141550700E-1,7.413736979E-2
1.852478027E0,6.146126191E-1,8.157770634E-1,1.169958115E0,3.687591553E-1,-4.949798584E-1,8.834330241E-2
1.867370605E0,3.487189213E-1,7.031202316E-1,1.188299179E0,2.537078857E-1,-4.250284831E-1,6.455485026E-2
1.882293701E0,3.352877696E-1,5.252147516E-1,1.007604599E0,1.471811930E-1,-3.770904541E-1,1.626078288E-2
1.897186279E0,4.787113667E-1,5.788671176E-1,6.609086990E-1,7.651774089E-2,-3.263142904E-1,9.872436523E-3
1.912078857E0,3.772378763E-1,7.546794415E-1,3.264144262E-1,2.609761556E-2,-2.375386556E-1,3.507995605E-2
1.926971435E0,1.026394367E-1,7.431718508E-1,4.924691518E-1,-3.747049967E-2,-1.871134440E-1,3.259785970E-2
1.941864014E0,9.114933014E-2,6.667968432E-1,2.781661352E-1,-9.179687500E-2,-2.368265788E-1,-8.590698242E-3
1.956787109E0,4.157177210E-1,4.897437890E-1,-1.672776540E-2,-6.942240397E-2,-3.401590983E-1,-4.659016927E-2
1.971679687E0,7.237077554E-1,4.290642738E-1,-2.714379628E-2,-3.817240397E-2,-4.250233968E-1,-6.079610189E-2
1.986572266E0,7.269272010E-1,5.494502385E-1,-5.205059052E-2,-2.752685547E-2,-4.037170410E-1,-4.836527507E-2
2.001464844E0,4.438012838E-1,6.452914079E-1,7.467714945E-2,-2.148437500E-2,-3.060709635E-1,-2.492777507E-2
2.016357422E0,2.642846505E-1,6.800382137E-1,1.288433075E-1,-5.166625977E-2,-2.187194824E-1,-2.202351888E-3
2.031280517E0,2.684124708E-1,7.098213037E-1,1.180721919E-1,-1.088409424E-1,-1.352742513E-1,5.142211914E-2
2.046173096E0,2.825442950E-1,5.850222905E-1,-7.417742411E-2,-1.713358561E-1,-3.869120280E-2,1.092936198E-1
2.061065674E0,1.206957499E-1,3.554242452E-1,-6.520048777E-2,-2.338307699E-1,7.742818197E-2,1.337992350E-1
2.075958252E0,-1.206602653E-1,3.155454000E-1,-3.868420919E-3,-2.860260010E-1,1.779174805E-1,1.362813314E-1
2.090881348E0,-7.395561536E-2,3.977141380E-1,-7.004960378E-2,-3.176269531E-1,2.357940674E-1,1.604309082E-1
2.105773926E0,3.016007344E-1,3.146421909E-1,-9.004720052E-2,-3.463897705E-1,2.670440674E-1,2.247009277E-1
2.120666504E0,5.581577222E-1,1.726151307E-1,-2.835464478E-2,-4.127960205E-1,3.600718180E-1,2.946523031E-1
2.135559082E0,6.807353894E-1,1.578295231E-1,-4.026365280E-1,-4.752858480E-1,5.209350586E-1,3.376159668E-1
2.150451660E0,7.041153908E-1,2.458031972E-1,-6.816272736E-1,-5.051167806E-1,7.375335693E-1,3.763173421E-1
2.165374756E0,5.384150743E-1,3.464291890E-1,-7.983805339E-1,-5.548248291E-1,9.530741374E-1,4.242553711E-1
2.180267334E0,2.068219185E-1,3.713986079E-1,-7.564315796E-1,-6.230061849E-1,1.157608032E0,4.668731689E-1
2.195159912E0,4.908561707E-3,4.540112813E-1,-8.535451889E-1,-6.823069255E-1,1.292541504E0,4.938557943E-1
2.210052490E0,2.797394594E-1,4.791478316E-1,-1.011887868E0,-7.369893392E-1,1.388051351E0,5.432128906E-1
2.224975586E0,6.117674510E-1,2.818063100E-1,-1.047350566E0,-7.966461182E-1,1.471150716E0,6.223907471E-1
2.239868164E0,6.347947915E-1,1.364804904E-1,-8.282140096E-1,-8.470662435E-1,1.571990967E0,7.054901123E-1
2.254760742E0,3.779510657E-1,1.076591015E-1,-1.016178131E0,-8.868408203E-1,1.684906006E0,7.615966797E-1
2.269653320E0,-1.990165710E-1,4.317077001E-2,-9.763545990E-1,-8.928731283E-1,1.774032593E0,8.017120361E-1
2.284545898E0,-7.234961987E-1,1.618589560E-1,-6.672474543E-1,-8.928731283E-1,1.731068929E0,8.560485840E-1
2.299468994E0,-8.627885977E-1,3.579926491E-1,-3.848841985E-1,-8.818664551E-1,1.569503784E0,9.288380941E-1
2.314361572E0,-6.363314788E-1,4.743526777E-1,-3.706995646E-2,-8.545227051E-1,1.335500081E0,1.001276652E0
2.329254150E0,-1.796494325E-1,4.759027163E-1,3.939285278E-1,-8.431599935E-1,1.079126994E0,1.059509277E0
2.344146728E0,2.084497611E-1,6.786324978E-1,5.674635569E-1,-8.541717529E-1,9.065551758E-1,1.094309489E0
2.359069824E0,3.163041274E-1,8.296745618E-1,5.879224141E-1,-8.854166667E-1,9.061991374E-1,1.107091268E0
2.373962402E0,-2.243860563E-2,9.013781548E-1,6.503280004E-1,-9.401041667E-1,1.027282715E0,1.082234701E0
2.388854980E0,-3.628358841E-1,7.419281006E-1,7.728020350E-1,-1.021413167E0,1.127421061E0,1.028615316E0
2.403747558E0,-2.871254285E-1,3.139899969E-1,9.764687220E-1,-1.109120687E0,1.183171590E0,9.629262288E-1
2.418640137E0,-1.945581436E-1,-1.234245300E-2,1.140288671E0,-1.162027995E0,1.146591187E0,8.990122477E-1
2.433563232E0,1.205801964E-1,-2.232135932E-1,9.688736598E-1,-1.185465495E0,9.910634359E-1,8.517862956E-1
2.448455810E0,4.935251872E-1,-5.005171696E-1,7.384211222E-1,-1.234466553E0,8.596852620E-1,8.734486898E-1
2.463348389E0,5.429662069E-1,-4.797660112E-1,7.292350133E-1,-1.297673543E0,7.801462809E-1,9.380747477E-1
2.478240967E0,4.655674299E-1,-4.857484897E-1,5.896511078E-1,-1.308680216E0,7.084197998E-1,9.828135173E-1
2.493133545E0,4.599175453E-1,-7.316136360E-1,6.014089584E-1,-1.299804688E0,6.271006266E-1,9.991455078E-1
2.508056641E0,4.524038633E-1,-8.754668236E-1,4.888000488E-1,-1.300511678E0,5.759684245E-1,1.027557373E0
2.522949219E0,3.890922864E-1,-9.398066203E-1,1.809450785E-1,-1.270334880E0,5.454305013E-1,1.073710124E0
2.537841797E0,3.409031232E-1,-8.973905245E-1,1.904153824E-1,-1.234110514E0,4.903920492E-1,1.117752075E0
2.552734375E0,6.238346100E-1,-6.972569625E-1,1.116628647E-1,-1.186879476E0,4.190165202E-1,1.171717326E0
2.567657471E0,7.268781662E-1,-5.949391127E-1,3.466320038E-1,-1.133621216E0,3.487141927E-1,1.227111816E0
2.582550049E0,6.890292168E-1,-5.133538842E-1,3.703772227E-1,-1.159896851E0,2.950948079E-1,1.250198364E0
2.597442627E0,6.820362409E-1,-3.999664386E-1,3.381061554E-2,-1.185109456E0,3.408966064E-1,1.305587769E0
2.612335205E0,2.246446609E-1,-3.500376344E-1,-6.200345357E-1,-1.208185832E0,4.715728760E-1,1.379801432E0
2.627227783E0,-1.598537763E-1,-2.538760702E-1,-7.182588577E-1,-1.263585409E0,6.484069824E-1,1.396840413E0
2.642150879E0,-4.548918406E-1,-2.648436030E-1,-5.522721608E-1,-1.220977783E0,7.283020020E-1,1.398976644E0
2.657043457E0,-3.908384641E-1,-2.157044808E-1,5.790583293E-2,-1.196116130E0,6.086374919E-1,1.360270182E0
2.671936035E0,1.566928228E-1,-1.897711356E-1,2.463471095E-1,-1.220260620E0,3.867034912E-1,1.360982259E0
2.686828613E0,5.862685839E-1,1.642013788E-1,-6.860637665E-2,-1.184046427E0,3.327331543E-1,1.455790202E0
2.701751709E0,1.781544685E-1,1.717212399E-1,-1.269442240E-1,-1.189722697E0,5.646057129E-1,1.461115519E0
2.716644287E0,-5.971581141E-1,-1.762678226E-1,-3.331772486E-1,-1.225234985E0,8.010965983E-1,1.302032471E0
2.731536865E0,-9.420464834E-1,-6.093351245E-1,-1.014048894E0,-1.185114543E0,9.353129069E-1,1.112772624E0
2.746429443E0,-7.692993482E-1,-7.694597046E-1,-1.117241065E0,-1.077875773E0,8.923543294E-1,1.017608643E0
2.761322021E0,-8.778502146E-1,-9.598293900E-2,-1.645594279E0,-9.141794840E-1,7.485402425E-1,1.042109172E0
2.776245117E0,-1.227972349E0,3.883902331E-1,-1.602035205E0,-7.682342529E-1,7.023824056E-1,1.046727498E0
2.791137695E0,-1.439677556E0,1.389545699E-1,-1.321856499E0,-7.302398682E-1,5.905253092E-1,9.157002767E-1
2.806030273E0,-1.265309970E0,-4.002216260E-1,-1.390029748E0,-6.436004639E-1,2.812449137E-1,7.736663818E-1
2.820922851E0,-5.189202627E-1,-4.475157758E-1,-1.420298894E0,-4.866485596E-1,-4.046122233E-2,7.328287760E-1
2.835845947E0,4.715668360E-1,-3.998453816E-1,-1.749528885E0,-3.492329915E-1,-1.711324056E-1,8.024291992E-1
2.850738525E0,8.906520208E-1,-2.548594276E-1,-1.511383851E0,-1.947733561E-1,-6.852213542E-2,8.780619303E-1
2.865631103E0,6.222629547E-1,7.679164807E-1,-1.672030449E0,2.752176921E-2,1.725870768E-1,9.029184977E-1
2.880523682E0,1.363876661E-1,1.523219864E0,-1.748705228E0,2.334645589E-1,5.777435303E-1,8.649241130E-1
2.895416260E0,-7.496627172E-2,1.388455709E0,-1.202838580E0,2.693328857E-1,9.409993490E-1,7.459716797E-1
2.910339355E0,1.088480949E-1,8.620721300E-1,-1.137600899E0,2.192637126E-1,1.174290975E0,6.181386312E-1
2.925231933E0,2.187089920E-1,5.548582872E-1,-1.536100070E0,2.622273763E-1,1.307098389E0,5.694885254E-1
2.940124512E0,4.118541082E-1,3.614037832E-1,-1.254134019E0,3.193969727E-1,1.440251668E0,5.712687174E-1
2.955017090E0,1.472870509E-2,1.596347094E-1,-1.105988344E0,2.643636068E-1,1.543940226E0,5.978953044E-1
2.969909668E0,1.797374090E-2,1.113457680E-1,-1.576689879E0,2.767893473E-1,1.725036621E0,6.614532471E-1
2.984832764E0,8.585715294E-1,4.601759513E-1,-8.959287008E-1,3.925476074E-1,1.794987996E0,7.608795166E-1
2.999725342E0,9.890837669E-1,1.234140356E0,-5.000667572E-1,4.262797038E-1,1.710825602E0,7.963918050E-1
3.014617920E0,4.173725446E-1,1.544751167E0,2.596383095E-1,3.176218669E-1,1.877721151E0,6.703338623E-1
3.029510498E0,-1.284144560E0,1.232963006E0,1.301518281E0,8.255513509E-2,2.044260661E0,4.963429769E-1
3.044433594E0,-3.249685129E0,3.647281329E-1,1.793100039E0,-1.816304525E-1,2.204050700E0,2.499084473E-1
3.059326172E0,-4.912701607E0,-3.107613325E-1,8.950502078E-1,-2.576141357E-1,2.170313517E0,1.200358073E-2
3.074218750E0,-5.502936681E0,-7.666890224E-1,2.956743240E-1,-2.128804525E-1,1.870264689E0,-1.318105062E-1
3.089111328E0,-3.887945175E0,-5.719063679E-1,-1.491959890E-1,-2.096811930E-1,1.217615763E0,-1.492106120E-1
3.104003906E0,-9.380849202E-1,-2.005027930E-1,4.408941269E-1,-1.720479329E-1,3.874155680E-1,-8.595784505E-3
3.118927002E0,1.296203295E0,-8.326828480E-2,6.161845525E-1,-1.780751546E-1,-2.215627035E-1,1.217244466E-1
3.133819580E0,2.128869057E0,-1.075872580E-1,4.357611338E-1,-8.256022135E-2,-3.795776367E-1,1.298878988E-1
3.148712158E0,1.963150819E0,1.617259979E-1,2.976611455E-1,2.112833659E-2,-2.105509440E-1,7.769266764E-2
3.163604736E0,1.041296641E0,3.832614422E-1,-1.545163790E-1,9.995524089E-2,9.660339355E-2,6.419881185E-2
3.178527832E0,-1.935501099E-1,3.271986246E-1,-5.057853063E-1,1.461130778E-1,3.533274333E-1,3.827921549E-2
3.193420410E0,-1.163582484E0,1.317804654E-1,-1.898282369E-1,2.029266357E-1,3.565266927E-1,-1.285298665E-2
3.208312988E0,-1.165768941E0,1.121465762E-1,1.166755358E-1,2.231750488E-1,1.740112305E-1,-3.806559245E-2
3.223205566E0,-7.809925079E-1,-5.125800769E-3,1.657161713E-1,2.682647705E-1,-3.477986654E-2,-7.171630859E-3
